image,style,item_gender,어울리는계절,적합한착용상황,핏평가,색깔,색감,분위기,멋있다,도시적이다,트렌디하다,세련되다,깔끔하다,화려하다,독특하다,무난하다,개방적이다,실용적이다,활동적이다,편안하다,발랄하다,여성적이다,남성적이다,부드럽다
W_10091_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
W_10094_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,차가움,가벼움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
W_10106_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
W_10116_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,어두움,차가움,가벼움,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
W_10124_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,차가움,가벼움,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
W_10128_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
W_10129_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False
W_10784_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,차가움,무거움,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
W_10791_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,무거움,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
W_10795_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
W_10798_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,어두움,차가움,무거움,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False
W_10800_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,차가움,무거움,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
W_10819_19_normcore_M.webp,normcore,남성,겨울,출근,타이트함,어두움,차가움,무거움,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
W_10822_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,따듯함,무거움,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
W_10824_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,타이트함,어두움,차가움,무거움,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
W_10827_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
W_10828_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,차가움,무거움,False,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False
W_10832_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,차가움,무거움,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
W_10835_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,무거움,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True
W_10837_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False
W_10851_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,밝음,따듯함,가벼움,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
W_11012_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,무거움,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
W_11021_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True
W_11022_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
W_11025_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
W_11032_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False
W_11039_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
W_11049_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
W_11056_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,어두움,차가움,무거움,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
W_11059_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,따듯함,무거움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
W_11066_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,밝음,따듯함,가벼움,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
W_11069_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
W_11077_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,어두움,차가움,무거움,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
W_11082_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,어두움,차가움,가벼움,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False
W_11084_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,어두움,차가움,가벼움,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
W_11085_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,True,True,False,True,False,False,True,True,False,False,False,False,False,True,True
W_11089_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,어두움,차가움,무거움,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
W_11097_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,가벼움,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False
W_11098_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,어두움,차가움,무거움,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
W_11102_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False
W_11107_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
W_11111_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,어두움,따듯함,무거움,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
W_11113_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
W_11117_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,따듯함,무거움,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
W_11121_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
W_11124_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,어두움,차가움,무거움,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
W_11126_19_normcore_M.webp,normcore,남성,여름,기타,헐렁함,밝음,따듯함,가벼움,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
W_11127_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
W_11129_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,가벼움,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
W_11130_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
W_11131_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,밝음,차가움,무거움,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False
W_11132_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,밝음,따듯함,가벼움,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
W_11133_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,밝음,따듯함,무거움,False,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False
W_11135_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,밝음,차가움,가벼움,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
W_11136_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
W_11137_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,무거움,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
W_11138_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
W_11139_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,무거움,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False
W_11140_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
W_11141_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,밝음,따듯함,무거움,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False
W_11146_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,타이트함,어두움,따듯함,무거움,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
W_11150_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
W_11151_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,차가움,무거움,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False
W_11152_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,따듯함,무거움,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
W_11153_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,어두움,차가움,가벼움,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
W_11154_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,밝음,따듯함,가벼움,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
W_11155_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,밝음,차가움,무거움,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
W_11156_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,밝음,따듯함,가벼움,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
W_11159_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
W_11162_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,가벼움,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False
W_12088_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,밝음,따듯함,가벼움,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,True
W_12089_19_normcore_M.webp,normcore,남성,겨울,출근,헐렁함,밝음,따듯함,무거움,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
W_12091_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
W_12132_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,차가움,무거움,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
W_12161_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,차가움,무거움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
W_12166_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,밝음,따듯함,무거움,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
W_12204_19_normcore_M.webp,normcore,남성,여름,사교모임,헐렁함,밝음,따듯함,가벼움,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
W_12221_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
W_12231_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,가벼움,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
W_12239_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False
W_12243_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
W_12293_19_normcore_M.webp,normcore,남성,봄/가을,기타,헐렁함,어두움,차가움,무거움,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12318_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,차가움,가벼움,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
W_12343_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
W_12405_19_normcore_M.webp,normcore,남성,여름,사교모임,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
W_12415_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,어두움,차가움,가벼움,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
W_12422_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,타이트함,밝음,차가움,가벼움,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
W_12431_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,어두움,차가움,무거움,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False
W_12434_19_normcore_M.webp,normcore,남성,겨울,일상생활,헐렁함,어두움,차가움,무거움,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
W_12442_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,어두움,차가움,무거움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
W_12445_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,어두움,차가움,무거움,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
W_12457_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
W_12463_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,True,True,True,True,True,False,False,True,False,True,True,True,False,False,False,True
W_12464_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
W_12465_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
W_12466_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,차가움,가벼움,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12480_19_normcore_M.webp,normcore,남성,겨울,사교모임,타이트함,밝음,따듯함,무거움,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
W_12506_19_normcore_M.webp,normcore,남성,겨울,사교모임,헐렁함,어두움,따듯함,무거움,False,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False
W_12507_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
W_12509_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
W_12514_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
W_12523_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,어두움,따듯함,무거움,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
W_12526_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,무거움,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
W_12535_19_normcore_M.webp,normcore,남성,겨울,공식행사,적당함,어두움,따듯함,무거움,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
W_12550_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
W_12551_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,따듯함,가벼움,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
W_12555_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
W_12556_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,어두움,따듯함,가벼움,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
W_12563_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
W_12625_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
W_12626_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
W_12641_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,가벼움,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,False
W_12643_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,무거움,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12646_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,따듯함,무거움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
W_12648_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
W_12660_19_normcore_M.webp,normcore,남성,겨울,레저스포츠,헐렁함,밝음,따듯함,무거움,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
W_12661_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False
W_12662_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
W_12687_19_normcore_M.webp,normcore,남성,봄/가을,레저스포츠,헐렁함,어두움,차가움,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False
W_12692_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,따듯함,무거움,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True
W_12705_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False
W_12707_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False
W_12712_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,어두움,따듯함,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
W_12714_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
W_12715_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,가벼움,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
W_12717_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,가벼움,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
W_12718_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,밝음,따듯함,가벼움,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True
W_12720_19_normcore_M.webp,normcore,남성,여름,일상생활,헐렁함,밝음,따듯함,가벼움,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,True
W_12726_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,어두움,따듯함,무거움,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
W_12731_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,타이트함,어두움,따듯함,무거움,True,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False
W_12738_19_normcore_M.webp,normcore,남성,여름,여행/휴가,헐렁함,어두움,차가움,무거움,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False
W_12742_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,어두움,차가움,무거움,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
W_12743_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,밝음,차가움,가벼움,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
W_12758_19_normcore_M.webp,normcore,남성,겨울,기타,적당함,밝음,따듯함,가벼움,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True
W_12760_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
W_12763_19_normcore_M.webp,normcore,남성,여름,일상생활,적당함,어두움,차가움,무거움,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
W_12766_19_normcore_M.webp,normcore,남성,겨울,데이트,적당함,밝음,따듯함,가벼움,True,False,True,True,True,True,False,True,False,False,True,False,False,True,False,True
W_12769_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,헐렁함,어두움,차가움,가벼움,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
W_12771_19_normcore_M.webp,normcore,남성,봄/가을,기타,적당함,밝음,따듯함,무거움,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12775_19_normcore_M.webp,normcore,남성,겨울,기타,적당함,어두움,차가움,가벼움,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
W_12777_19_normcore_M.webp,normcore,남성,봄/가을,레저스포츠,적당함,어두움,따듯함,가벼움,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
W_12779_19_normcore_M.webp,normcore,남성,겨울,일상생활,적당함,어두움,차가움,가벼움,True,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False
W_12780_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
W_12781_19_normcore_M.webp,normcore,남성,봄/가을,여행/휴가,적당함,어두움,차가움,무거움,True,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True
W_12782_19_normcore_M.webp,normcore,남성,겨울,레저스포츠,헐렁함,어두움,차가움,무거움,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
W_12785_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,따듯함,가벼움,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False
W_12794_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,밝음,차가움,가벼움,False,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False
W_12795_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
W_12796_19_normcore_M.webp,normcore,남성,겨울,데이트,헐렁함,밝음,차가움,무거움,False,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True
W_12797_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,어두움,차가움,무거움,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
W_12799_19_normcore_M.webp,normcore,남성,봄/가을,공식행사,적당함,밝음,따듯함,가벼움,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False
W_12801_19_normcore_M.webp,normcore,남성,여름,여행/휴가,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
W_12806_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,어두움,따듯함,가벼움,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
W_12809_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,밝음,차가움,가벼움,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
W_12814_19_normcore_M.webp,normcore,남성,여름,데이트,적당함,밝음,따듯함,가벼움,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
W_12820_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,차가움,무거움,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False
W_12822_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,따듯함,무거움,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False
W_12823_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,무거움,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
W_12825_19_normcore_M.webp,normcore,남성,겨울,출근,적당함,어두움,따듯함,무거움,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
W_12827_19_normcore_M.webp,normcore,남성,봄/가을,일상생활,적당함,밝음,차가움,가벼움,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
W_12829_19_normcore_M.webp,normcore,남성,겨울,사교모임,적당함,밝음,따듯함,가벼움,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12830_19_normcore_M.webp,normcore,남성,봄/가을,데이트,헐렁함,밝음,따듯함,가벼움,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
W_12831_19_normcore_M.webp,normcore,남성,봄/가을,데이트,적당함,밝음,따듯함,가벼움,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
W_12832_19_normcore_M.webp,normcore,남성,봄/가을,출근,적당함,밝음,따듯함,가벼움,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True
W_12833_19_normcore_M.webp,normcore,남성,겨울,데이트,헐렁함,밝음,따듯함,무거움,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
W_12834_19_normcore_M.webp,normcore,남성,봄/가을,사교모임,적당함,밝음,따듯함,무거움,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
W_12835_19_normcore_M.webp,normcore,남성,봄/가을,출근,헐렁함,밝음,따듯함,무거움,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False
